Conversation Id,Last Skill,Agent Name,Messages,GPT output,Call,Understanding,Good_Grammer,Work_Etiq,Topics,Initial Emotional State,Final Emotional State,NPS Score
CH48ff91850a3e47be89f7e8370be95485,GPT_Doctors,Mohammad Barakat,"Consumer: Hi
Consumer: What is my insurance number
Agent: Hello, this is doctor Mia. Are you sick or need a visit to the clinic?
Consumer: Need visit clinic
Agent: What symptoms are you experiencing?","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,5,5,5,"[Insurance Inquiries, Clinic Recommendation]",Neutral,Neutral,4
CH8502a42b63934d0ab43d4644da7813ad,GPT_Doctors,BOT,"Consumer: Hi good morning
Bot: Welcome to Maids.cc, this is Jane :blush: How may I assist you today Mylen?
Consumer: Can I ask the doctor contact number please?
Consumer: Can you please send me
Bot: You can reach the doctor's department directly through this link: https://wa.me/971506715943
Bot: Hello, I am Doctor Mia. How are you feeling today?
Consumer: Hi doc can i ask becasue last night my feet was stock at the side of the door it has some blood.
Bot: Hello, I am Doctor Mia. I am sorry to hear about your foot. Is your foot still bleeding?
Consumer: Little but its crushed
Bot: Please tell me your location so I can help you find the nearest clinics.
Consumer: 
Bot: Please tell me your location, including the street, apartment, and city, so I can help you find the nearest clinics.
Consumer: Al baracat building Al barsha 1 ,
Consumer: 
Consumer: It's this have an tetanus?
Bot: Tetanus is a serious infection that can happen with deep or dirty wounds. It is important to see a doctor for your foot injury to make sure you get the right care and to check if you need a tetanus shot.
Consumer: Okay which clinic I will go?","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,5,4.75,5,[Clinic Recommendation],Neutral,Neutral,4
CH8502a42b63934d0ab43d4644da7813ad,GPT_Doctors,Mohammad Barakat,"Agent: I apologise for the delay,

You can visit this clinic:
Clinic name: Right Health Karama Medical Center (Jumeirah Village branch)
Location: https://maps.app.goo.gl/ivFaUDq8JMRfo3Y87
Phone Number:  +971 800 7400

Your Insurance Card Number is NJHF-N33F-LFLK-JLED. Your insurance is provided by NAS and managed by Orient. Please ensure you always carry your Emirates ID with you.

Your policy covers 80% of clinic visits and 70% of pharmaceutical costs. We recommend bringing at least 100 AED when visiting the clinic
Consumer: Do you have clinic here in al barsha because I cannot walked?
Agent: You can also visit Houston Clinic https://maps.app.goo.gl/2u7GHssfndt986xF8, however I recommend Right Health JVC more.
Consumer: Jvc more where is located?
Agent: Clinic name: Right Health Karama Medical Center (Jumeirah Village branch)
Location: https://maps.app.goo.gl/ivFaUDq8JMRfo3Y87
Phone Number:  +971 800 7400
Agent: It's in jumeirah village circle.
Consumer: Until what time Houston clinic barsha ?
Agent: You can contact them for those details.
Consumer: Can I get the contact number please.
Agent: Phone number: 971 4 385 0603 .
Consumer: Thank you so much
Agent: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. It’s important to speak up so we can guide you and make sure you have all the information and support you need. I’m always here to help! :blush:
Consumer: This contact number don't have a what's app.
Agent: They are available on calls, I don't have a number for their whatsapp.
Consumer: Ok
Agent: Keep me updated please.
Consumer: If ever tomorrow I can't go to my client its that okay, Then I will update them?
Agent: That is between you and your client to discuss, you can ask them politely for a sick leave.","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,3,4.5,5,[Clinic Recommendation],Neutral,Neutral,4
CH774408b90fc847d1940dc085830a19b5,GPT_Doctors,BOT,"Consumer: Gd morning  ma'am  /sr, what the  name my  insurance   thanks
Bot: The insurance will cover 80% of clinic visits, and 70% of the cost if you get medicine from the clinic with a prescription. The insurance is under NAS managed by Orient.

To help you best, please tell me how you are feeling.
Consumer: Thanks
Bot: Please tell me about your symptoms so I can help you.
Bot: We hope you’re feeling okay! We care about your health and want to help. If you need anything or if it’s urgent, please tell us. We’re here for you.
Bot: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. It’s important to speak up so we can guide you and make sure you have all the information and support you need. I’m always here to help! :blush:

:muscle: Stay Safe While You Work
Protect your body when working. Bend your knees (not your back) when lifting heavy things. Use both hands to carry items. Stand up straight to avoid pain or injury.","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Happy"",
  ""NPS_score"": 5
}",No,5,4.5,5,[Insurance Inquiries],Neutral,Happy,5
CHe3d73215f3404f0abc650195958d189b,GPT_Doctors,BOT,"Consumer: Hi I having bad headache since days ago and sometimes but dizziness
Bot: The ATM card has been successfully collected. If you have any further inquiries, please let us know.
Consumer: Where I can go clinic for check up I'm here in satwa
Bot: Hello, I am Doctor Mia.

When did your headache start?
Bot: Can you please tell me where your headache is located by choosing a number from the picture?
Consumer: .since Wednesday
Bot: 
Bot: How bad is the pain from 1 to 10, where 1 is little pain and 10 is a lot of pain?
Consumer: 2,6,5
Consumer: 6
Bot: Is the pain a soft pain, a beating pain, or a cutting pain?
Consumer: Last night on my middle of my eyebrow have pain and my eyes always like feel tired or look sleepy
Bot: Is the pain in your eyebrow a soft pain, a beating pain, or a cutting pain?
Consumer: Sometimes beating and cutting
Bot: Does anything make your headache feel better or worse?
Consumer: Getting worse
Bot: Do you have any other symptoms?
Consumer: Only that
Consumer: Now feel bithot","{
  ""Initial Emotional State"": ""Frustrated"",
  ""Final Emotional State"": ""Frustrated"",
  ""NPS_score"": 1
}",No,0,4.75,4,[Clinic Recommendation],Frustrated,Frustrated,1
CHdcf5d0ae1f58432183ba097fe2000703,GPT_Doctors,BOT,"System: Hello! :blush: I'm checking in to see how you're feeling today. How are you doing?
Consumer: Yesterday I'm and now I'm feeling good because I try to drink clove with warm water:pray:.
Bot: I am glad to hear you are feeling good. Please let me know if you need anything else.
Consumer: I put 6 pcs of cloves in my tumbler and I drink it
Bot: That is good to hear.
Consumer: Doc can I ask if there's a possible to change
My med coz nothings happen always high huh,last day Friday I went to dentist still very high,and I try to drink pineapple juice after 15 mins my blood getting low that's why they remove my toothache.
Bot: I understand you are concerned about your blood pressure. It is important to see a doctor for proper management of high blood pressure.

If you are thinking of seeing a specialist for your blood pressure, you must see a General Practitioner first. A General Practitioner will refer you to a specialist if needed, according to the insurance policy.

Are you experiencing any other symptoms?
Consumer: Dizzy doc always my client told me I need to visit doctor
Bot: I understand you are still feeling dizzy. This symptom, along with your high blood pressure, means it is important for you to see a doctor.

You should visit a General Practitioner first. They will assess your condition and can refer you to a specialist if it is necessary, as per your insurance policy.
Consumer: Ok doc maybe tomorrow I will go
Bot: I hope your visit to the clinic goes well tomorrow. Please let me know if you have any other questions or if there is anything else I can help you with.
Consumer: Only that doc my bp
Bot: I understand that your blood pressure is your main concern. Please remember to visit a General Practitioner for this.

Is there anything else I can help you with today?
Consumer: Only that doc thank you so much.God bless you
Bot: You are most welcome. God bless you too! :blush:

I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. It’s important to speak up so we can guide you and make sure you have all the information and support you need. I’m always here to help!

:muscle: Stay Safe While You Work
Protect your body when working. Bend your knees (not your back) when lifting heavy things. Use both hands to carry items. Stand up straight to avoid pain or injury.
Bot: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. It’s important to speak up so we can guide you and make sure you have all the information and support you need. I’m always here to help! :blush:

:muscle: Stay Safe While You Work
Protect your body when working. Bend your knees (not your back) when lifting heavy things. Use both hands to carry items. Stand up straight to avoid pain or injury.","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Happy"",
  ""NPS_score"": 5
}",No,0,4.75,5,[Clinic Recommendation],Neutral,Happy,5
CH54f4ae1dedf74630aba986eebe38e721,GPT_Doctors,BOT,"Consumer: Hi good morning, sorry late response.. I'm here Abu Dhabi.. how I get my card there in lulu?
Consumer: About my health I want to go for check up here clinic or hospital very near for me..
Bot: Hello, I am Doctor Mia. How are you feeling today?
Bot: I understand you want to go for a check-up. Understanding your symptoms helps us determine the best course of action, as sometimes conditions can be managed with over-the-counter medicines and lifestyle advice.
Bot: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. It’s important to speak up so we can guide you and make sure you have all the information and support you need. I’m always here to help! :blush:

:muscle: Stay Safe While You Work
Protect your body when working. Bend your knees (not your back) when lifting heavy things. Use both hands to carry items. Stand up straight to avoid pain or injury.","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,0,4.5,5,[Clinic Recommendation],Neutral,Neutral,4
CHcbc11cd391ff4649979c6de7dadce322,GPT_Doctors,Mohammad Barakat,"Consumer: Can I go to nmc clinic
Agent: Hello again, please take Panadol Advance 2 tablets now and then 1 tablet every 6 hours, you should feel better in 1-2 days, if you don't please contact me so I can send you to a clinic.
Consumer: If I want now to go clinic is that fine
Consumer: I want to check my BP as well
Agent: I advise you take the medicine as it will save you on both consultation and transportation fees, along with waiting times.
Consumer: Maybe I'm low blood
Agent: Please take the medicine and keep me updated.
Consumer: It's fine to pay as along I'm really sure that I'm not low blood mostly I'm anemic
Agent: of course, allow me a moment please.
Consumer: Ok please
Agent: 
You can visit this clinic:
Clinic name: Right Health Karama Medical Center (Jumeirah Village branch)
Location: https://maps.app.goo.gl/ivFaUDq8JMRfo3Y87
Phone Number:  +971 800 7400

Your Insurance Card Number is 6FMH-KM3F-LFLH-3LED. Your insurance is provided by NAS and managed by Orient. Please ensure you always carry your Emirates ID with you.

Your policy covers 80% of clinic visits and 70% of pharmaceutical costs. We recommend bringing at least 100 AED when visiting the clinic
Consumer: Is it possible to go other clinic near me here in satwa
Agent: You can visit this clinic in satwa:
Clinic name: G S M MEDICAL CENTRE (AL SATWA) DUBAI
Location: https://maps.app.goo.gl/hZgBsVk9NQ4LxWwD9
Phone Number: +97180047662
Consumer: Ok thank u
Agent: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. It’s important to speak up so we can guide you and make sure you have all the information and support you need. I’m always here to help! :blush:","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Happy"",
  ""NPS_score"": 5
}",No,5,4.75,5,[Clinic Recommendation],Neutral,Happy,5
CH265e12351c7c4d1fb47465f30a060d87,GPT_Doctors,BOT,"Consumer: Good morning
Bot: Hello, I am Doctor Mia.
Bot: Hello, how may I help you today?
Consumer: Please advice me where can I take my maid to a clinic or hospital to do blood test cause she had anemia from few months and she was hospitalised in Abudabi hospital Burjeel
Bot: Please have your maid reach out to us directly to discuss her symptoms. This allows for the most accurate and direct symptom assessment, as we need to speak directly with the patient.
Consumer: I know there might be some locations where I can use her insurance without any restrictions
Consumer: How?
Consumer: On her WhatsApp?
Bot: The insurance will cover 80% of clinic visits, and 70% of the cost if your maid gets medicine from the clinic with a prescription. The insurance is under NAS managed by Orient.

Please have your maid reach out to us directly to discuss her symptoms. She can contact us on WhatsApp at https://wa.me/971506715943. This allows for the most accurate and direct symptom assessment, as we need to speak directly with the patient.
Consumer: Tell me which hospitals are covered in abudabi?I know she needs a blood test to see her iron level
Consumer: Just advise pls
Bot: Please share the referral letter for your maid. After I receive it, I can help you find the closest hospitals in Abu Dhabi that are covered by her insurance.
Consumer: What referral letter?
Bot: Your maid must see a General Practitioner first, who will refer her to a specialist if needed, according to the insurance policy.","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,3,4.75,3,"[Clinic Recommendation, Insurance Inquiries]",Neutral,Neutral,4
CHf58e8ec30c254740af07fa7fcc735a7d,GPT_Doctors,BOT,"Consumer: hi good morning, yesterday I had a too ache then went to the dentist for tooth Extraction,i paid Aed 765 cash, does my Ensuarance cover dentals?
Bot: Hello, I am Doctor Mia.

Yes, dental services are covered by your insurance. The patient gets 500 AED from insurance for dentist visits. If the treatment is 500 AED or more, the insurance will give only 350 AED, and the patient will pay the rest. After this, the 500 AED is finished. After the 500 AED is used up, insurance will not pay anymore. Your insurance card number is EM3N-M33F-LFLJ-3LED.
Consumer: so I Paid Aed 765 am I going to be paid back something or  not
Bot: The insurance does not have a reimbursement option.
Consumer: ok insurance only pay 500 aed only ,then more than that no.
Bot: For dental treatments that cost 500 AED or more, the insurance will cover 350 AED, and the remaining amount will be paid by the patient. Once the 350 AED is paid by the insurance for a treatment of 500 AED or more, the 500 AED dental coverage limit is finished.
Consumer: ok I understand so for my case I don't her any refund
Consumer: get
Bot: That is correct.
Consumer: thank u for your explanation i understand
Bot: You are welcome! :blush:
Consumer: I'm sorry for coming back:grin:so dentist I have 500 Aed in insurance,so for me I paid 765 aed,so was I not supposed to only pay 265 aed plus 500from.my insurance?
Bot: For dental treatments that cost 500 AED or more, the insurance will pay 350 AED. This means if your treatment was 765 AED, the insurance would cover 350 AED, and you would pay the remaining 415 AED. After the insurance pays the 350 AED, the 500 AED dental coverage limit is used up.
Consumer: ok dear thank
Bot: You are welcome! :blush:
Bot: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. It’s important to speak up so we can guide you and make sure you have all the information and support you need. I’m always here to help! :blush:

:muscle: Stay Safe While You Work
Protect your body when working. Bend your knees (not your back) when lifting heavy things. Use both hands to carry items. Stand up straight to avoid pain or injury.","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Happy"",
  ""NPS_score"": 5
}",No,3,4.25,5,"[Insurance Inquiries, Dental Clinic Recommendation]",Neutral,Happy,5
CHa8d8386f9da840d785b5bc694ad3ac0d,GPT_Doctors,BOT,"Consumer: Hello
Bot: Welcome to Maids.cc, this is Jane :blush:
How may I assist you today Diana?
Consumer: I went to Oasis Medical Center today and saw the GP.I was given a referral to see a gynecologist and a foot doctor.I wanted to check if these specialist visits are covered under our company medical plan or if there's anything I need to do before booking the appointments.
Bot: Hello, I am Doctor Mia.

Please share the referral letter from the GP so I can check if these specialist visits are covered.
Consumer: 
Consumer: 
Consumer: 
Consumer: 
Consumer: This is it
Consumer: 
Consumer: 
Bot: Thank you for sharing the referral letters.

Yes, specialist visits are covered by your insurance when you have a referral from a General Practitioner.

Please share your location in the format of street, apartment, and city so I can find the closest clinics for you.
Bot: Thank you for reaching out, allow me a moment please.
Consumer: My location right now or from work? I'm currently still at oasis medical center,Al falah street
Consumer: I'm at oasis medical center, Al falah street Abu Dhabi","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,5,4.75,5,"[Insurance Inquiries, Clinic Recommendation]",Neutral,Neutral,4
CHa8d8386f9da840d785b5bc694ad3ac0d,Doctor,Mohammad Barakat,"Agent: Hello again, since you now have two referral letters, you can go to the specialists when you want, kindly note that referral letters have an expiry date.
Consumer: Okay,can I get recommendations so I can go
Consumer: Or it's any hospital
Consumer: Can you let me know which hospital and specialists accept the insurance
Agent: Allow me a moment, please.
Consumer: Okay
Agent: You can visit this clinic:
Clinic name: Right Health Karama Medical Center (Jumeirah Village branch)
Location: https://maps.app.goo.gl/ivFaUDq8JMRfo3Y87
Phone Number:  +971 800 7400

This clinic has both general surgery and dermatology departments.
Consumer: I'm currently in Abu Dhabi please
Agent: I apologise for the confusion, I will find a clinic in Abu Dhabi in a moment.
Agent: This clinic has dermatology:
YAS Healthcare: https://maps.app.goo.gl/LQ2rdbXpJVf4jq6DA. 
+97123336999

This clinic has general surgery:
LLH Medical Centre Al Musaffah: https://maps.app.goo.gl/JgGpCpxoaCCpzmfv6
+97180055

You can also try contacting this clinic: 
Adam And Eve Medical Centre: https://maps.app.goo.gl/YZUHpEugQgTwQKWk8
+97126767366.
Consumer: Hello
Consumer: I'm from the dermatologist and I have a prescription for a few things the pharmacy doesn't cover these can I please have pharmacy names that accept the insurance thank you
Consumer: 
Agent: Of course, I will send you a link of pharmacies map.
Consumer: Okay
Agent: Here is a list of covered pharmacies: https://maids.page.link/y5gzqu7z6FWiK3QM7.
Agent: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. It’s important to speak up so we can guide you and make sure you have all the information and support you need. I’m always here to help! :blush:","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Happy"",
  ""NPS_score"": 5
}",No,5,4.75,5,"[Insurance Inquiries, Clinic Recommendation]",Neutral,Happy,5
CH60aac71f462244a2bb1d266602828139,GPT_Doctors,BOT,"System: Hello from maids.cc, You were just trying to reach us on a number that is unavailable.This is our dedicated support line—save it for future use. If you ever need anything, just WhatsApp us here, and we'll be happy to help.?‎ ‎ ‎ ‎ 
Consumer: Hello
Consumer: I need to have the referral letter for my maid
Bot: Hello, I am Doctor Mia. Has your maid already visited a General Practitioner?
Consumer: Not yet
Bot: Your maid needs to see a General Practitioner first. The General Practitioner will then provide a referral to a specialist if it is necessary, as per the insurance policy.
Consumer: I need to know which hospital can be covered for my maid.Some hospitals doesn't cover het
Bot: Your maid must see a General Practitioner first. The General Practitioner will provide a referral letter if a specialist or hospital visit is needed, according to the insurance policy.
Consumer: I understood
Consumer: Pls understand my point
Bot: To help your maid get the correct care and ensure her insurance covers it, she needs to see a General Practitioner first. The General Practitioner will then provide a referral letter if a specialist or hospital visit is necessary, as per the insurance policy.
Consumer: Where can i take her ?to see a practioner
Consumer: Please understand
Consumer: For God's sake
Bot: Please tell me your maid's current location, including the street, apartment, and city. This will help me find the closest clinics for her to see a General Practitioner.
Consumer: I need a hospital or clinic to take her in abudabi
Consumer: Where?
Consumer: Reem island abudabu
Bot: Please share your maid's full address, including the street, apartment, and city, so I can find the closest clinics for her to see a General Practitioner.
Consumer: She is living with us.Reem Island,Abu dabi 1407 Almuhaimat tower.Abdulla Bin  tiryam street
Consumer: So?","{
  ""Initial Emotional State"": ""Frustrated"",
  ""Final Emotional State"": ""Frustrated"",
  ""NPS_score"": 1
}",No,3,4.25,5,"[Clinic Recommendation, Insurance Inquiries]",Frustrated,Frustrated,1
CH7ecc0ace0d904142a5559102b69af8f2,Doctor,Mohammad Barakat,"Consumer: Hi
Agent: Hello, this is doctor Mia. How can I help you?","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,5,5,5,[Others],Neutral,Neutral,4
CH2c92f90e3bd74d8fbf5048d3f7bccb2e,GPT_Doctors,BOT,"Consumer: Hello dia
Bot: Welcome to Maids.cc, this is Jane :blush: How may I assist you today Caroline?
Consumer: Mam am feeling unwell from night
Bot: Hello, I am Doctor Mia. How are you feeling today?
Consumer: Am having headache and back pains
Bot: Please tell me more about your headache. Can you show me where it hurts on this picture?
Bot: 
Consumer: 1
Bot: Please tell me more about your back pain. Can you show me where it hurts on this picture?
Consumer: Okay mam I take my own
Bot: To help you best with your back pain, I need to understand more about it. When did your back pain start?
Consumer: Yesterday in evening
Bot: Is the back pain a soft pain, a beating pain, or a cutting pain?
Consumer: It is a pain that doesn't need me to bend or walk fast
Bot: Is the back pain a little, medium, or a lot?
Consumer: Medium
Bot: Thank you for sharing that. Can you please tell me which region number on the picture shows where your back pain is?
Consumer: Okay send me the picture I choose
Bot: Please choose the region number on this picture that shows where your back pain is.
Bot: 
Consumer: 2
Bot: Do you have any chronic conditions or allergies?
Consumer: No mam
Bot: Based on these symptoms, a clinic visit is not required at this time.

For your headache and back pain, you can take Ibuprofen 400mg tablets. Take one tablet every 8 hours after food for 3 to 5 days.

Here is some lifestyle advice:
*   Get enough rest and sleep.
*   Apply a warm compress to your back for comfort.
*   Do gentle stretches for your back.
*   Drink plenty of water.
*   Avoid activities that make your pain worse.

You should start feeling better in about 3 to 5 days.
Consumer: Okay thanks but am in my client now
Bot: You are welcome. Please remember to follow the advice given.
Consumer: Okay
Bot: You are welcome. Please let me know if you have any other questions or if your symptoms do not improve.
Consumer: Okay
Bot: You are welcome. Please let me know if you have any other questions or if your symptoms do not improve.
Bot: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. It’s important to speak up so we can guide you and make sure you have all the information and support you need. I’m always here to help! :blush:

:muscle: Stay Safe While You Work
Protect your body when working. Bend your knees (not your back) when lifting heavy things. Use both hands to carry items. Stand up straight to avoid pain or injury.","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,0,4.5,5,[OTC Medication Advice],Neutral,Neutral,4
CH468b4189274341bfa24c4060ce36715f,GPT_Doctors,BOT,"Consumer: Hello good morning sir or mam
Consumer: Please I can ask something else
Bot: Good morning, Dhanu! How may I assist you today?
Bot: Of course, Dhanu! Please go ahead and ask your question. I'm here to help you with whatever you need.
Consumer: Please I have problem of my teeth so
Consumer: I can gat my insurance please
Bot: Hello, I am Doctor Mia.

Yes, your insurance covers dental services. You get 500 AED from insurance for dentist visits.

Here is how it works:
*   If the treatment costs less than 500 AED, insurance will pay about 70% of it, and you will pay the rest. Each time you use the insurance, the money left in the 500 AED goes down.
*   If the treatment costs 500 AED or more, insurance will give only 350 AED. You will pay the rest, and after this, the 500 AED is finished.

After the 500 AED is used up, insurance will not pay anymore.

Your insurance card number is E36H-EJ3F-LFL3-6LED.

Do you want me to help you find a dental clinic?
Bot: Yes, dental services are covered by your insurance. Your insurance card number is E36H-EJ3F-LFL3-6LED. Would you like me to help you find a dental clinic?
Consumer: Yes pls look for me dental clinic near al qouz area
Bot: Here are the nearest covered Dental to you:
(1) Lotus Medical Center (Al Quoz 3) Dubai
Address: https://www.google.com/maps?q=25.157133,55.247372
Telephone: 97143465380


(2) Jupiter Speciality Medical Center - Dubai
Address: https://www.google.com/maps?q=25.244862,55.298033
Telephone: 97143866330


(3) Medze Clinic (Deira) Dubai
Address: https://www.google.com/maps?q=25.266685,55.307782
Telephone: 97142380924
Bot: Is there anything else I can help you with regarding your dental concern?
Consumer: Ok thank you so much please send to me of my insurance pdf
Consumer: I want to go now because of I have too much penful in my teeth
Bot: I understand you have a lot of pain in your teeth. I have already provided you with the nearest dental clinics. Do you need any more help with the dental clinics, or do you have another question?
Consumer: No thanks, dear. i will visit the clinic today ..
Bot: You are welcome! :blush:
Bot: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. It’s important to speak up so we can guide you and make sure you have all the information and support you need. I’m always here to help! :blush:

:muscle: Stay Safe While You Work
Protect your body when working. Bend your knees (not your back) when lifting heavy things. Use both hands to carry items. Stand up straight to avoid pain or injury.","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Happy"",
  ""NPS_score"": 5
}",No,5,4.5,5,"[Insurance Inquiries, Dental Clinic Recommendation]",Neutral,Happy,5
CHdd152de1895a4a64b0560fc4741b8a21,GPT_Doctors,BOT,"Consumer: Hi!
Consumer: My nanny has had high BP since 2 days and she is not ready to go to a hospital even after multiple conversations
Consumer: She is not well today she has body pain, back pain and headache
Bot: Hello, I am Doctor Mia. For the most accurate symptom assessment, please have your maid reach out to us directly to discuss her symptoms.
Consumer: I just informed you she is not ready to reach out to the doctor
Bot: Thank you for understanding. Please have your maid contact us directly when she is ready to discuss her symptoms. We are here to help.
Consumer: She is not well at all and she has pains I have checked her BP it was 170/103 yesterday and then dint come down until today
Consumer: She is still in pains","{
  ""Initial Emotional State"": ""Frustrated"",
  ""Final Emotional State"": ""Frustrated"",
  ""NPS_score"": 1
}",No,0,4.5,3,[Clinic Recommendation],Frustrated,Frustrated,1
CHa286bad863d347be8098caf352f33263,GPT_Doctors,BOT,"System: Hello from maids.cc,

You were just trying to reach us on a number that is unavailable.

This is our dedicated support line—save it for future use. If you ever need anything, just WhatsApp us here, and we’ll be happy to help.
Consumer: Hi! Can you call me
Consumer: I need to talk to someone regarding my nanny is refusing to go to the hospital and she had been very ill since two days
Consumer: Has high BP and body pains
Bot: Since your time is our priority, I’d like to inform you that If you'd like to receive a call, it may take around 45 minutes.

However, I’d love to assist you in the quickest way possible! To make things easier and faster for you, I’m available to help right here on WhatsApp, if you would like to give me the chance.
Consumer: I tried reaching out to your doctor’s line but they are refusing to help unless she messages them directly
Consumer: What are my options here? I am worried about her health
Bot: I understand your concern about your maid's health. We will open a complaint to our medical team to look into this matter and provide further assistance.
Consumer: I have now texted from my Maids phone no one is responding
Bot: Please have your maid reach out to us directly to discuss her symptoms at https://wa.me/971506715943. This allows for the most accurate and direct symptom assessment.
Consumer: My maid has reached out
Consumer: To your number
Consumer: 
Bot: Thank you for letting me know. Please tell me about your maid's symptoms so I can help.
Bot: I understand your maid is experiencing very high blood pressure, body pains, and back pains. It is important for your maid to go to a hospital right away for these symptoms. Your maid's insurance card number is HME2-N33F-LFLK-JLED. We will look into this matter and provide further assistance.
Bot: I hope I was able to assist you today. If you have any further concerns or your maid ever feels unwell, don’t hesitate to reach out. I'm always here to help! :relaxed:️","{
  ""Initial Emotional State"": ""Frustrated"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,5,4.75,5,[Clinic Recommendation],Frustrated,Neutral,4
CHace605558aa94a2fa8fa8a2f40bb233a,GPT_Doctors,BOT,"Consumer: Hi
Consumer: I need to talk to a doctor i am ill since two days
Consumer: I have very high BP 170/100
Consumer: Body pains, back pains
Bot: Hello, I am Doctor Mia.

Do you have any known chronic conditions or allergies?
Bot: Can you please tell me which region number best shows where you have back pain?
Consumer: Just blood pressure
Bot: 
Bot: Please visit one of the nearest clinics for immediate attention.
Consumer: Above 2
Consumer: Lower back pain
Consumer: Is life clinic in tilal city covered ?
Consumer: Sharjah
Bot: Here are the nearest covered Clinics to you:
(1) Al Hana Medical Center (Satwa) Dubai
Address: https://www.google.com/maps?q=25.21774,55.27249
Telephone: 97143491488


(2) Sirajudeen Medical Centre - Dubai
Address: https://www.google.com/maps?q=25.23747,55.30299
Telephone: 97143345955


(3) Aster Al Quoz
Address: https://www.google.com/maps?q=25.1474541500072,55.2460363129124
Telephone: 97144400500
Bot: Is there anything else I can help you with regarding your health?
Bot: The Life Clinic Tilal City is not covered by the insurance. Can you please tell me what symptoms you are experiencing?
Consumer: Sharjah which clinics are covered ?
Bot: Can you please tell me what symptoms you are experiencing?
Consumer: We already discussed the symptoms why are you asking again and again
Bot: I apologize for the confusion. I was trying to make sure I had all the necessary information to help you in the best way.

Here are the nearest covered clinics in Sharjah:
(1) ELITE SMILE DENTAL CLINICS ( PVSLY AFDHAL IBTISAMAH DENTAL CLINIC) (AL NUD) SHARJAH
Address: https://www.google.com/maps?q=25.35338,55.38977
Telephone: 97165252567

(2) CRYSTAL MEDICAL CENTER (AL MAJAZ) SHARJAH PRVSLY CRYSTAL DENTAL CLINIC - SHARJAH
Address: https://www.google.com/maps?q=25.33796,55.37899
Telephone: 97165722200

(3) Al Lulu Medical Center - Sharjah
Address: https://www.google.com/maps?q=25.35338,55.38977
Telephone: 97165252567
Consumer: Are these the only clinics ?
Bot: Here is a link to the full list of covered clinics: https://maids.page.link/ytgz5ZuV98xFnv649.
Consumer: Can i go in any emergency ?
Bot: For life-threatening emergencies, you can go to a hospital for urgent medical attention without pre-approval. For other urgent conditions that are not life-threatening, you can go to a clinic. Please remember that all other medical tests and procedures need to be pre-approved by the insurance.","{
  ""Initial Emotional State"": ""Frustrated"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,4,4.75,5,"[Clinic Recommendation, Insurance Inquiries]",Frustrated,Neutral,4
CH60d4015bd843416082aa1e1672eda845,GPT_Doctors,BOT,"Consumer: Can i have her insurance card also?
Bot: The patient’s insurance card number is the following: FF6F-EEJF-LFL3-3LED.
Consumer: Do you have the insurance card which i can show the clinic?
Bot: You can download the MyNas app to access your maid's e-card.","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,4,4.75,3,[Insurance Inquiries],Neutral,Neutral,4
